,spp,CommonName,Source,PrimerNote,Country,Site,lat,lon,stockid,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,file,X.y,fbsci,maxlength,mortalitywild,fecundity,maturitylength,maturitylength_mean,maturityage,maturityage_mean,numberofspawningcycles,reproductiveseasonlength,fertilization,reproductionmode,spawningground,batchspawner,parentalcare,larvaesize,fecundity_mean,larvae_mean
107,Brevoortia patronus,Gulf menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Gulf of Mexico (Galveston, TX and Cameron, LA)",29.64032,-93.906555,MENATGM,2006-2007,1,Aa16,1,49,2,0.448,NA,ppdat,42,Brevoortia patronus,35,NA,"c(5000, NA, NA)","c(14.5, NA, NA)",14.5,"c(1, NA, NA)",1,one clear seasonal peak per year,5 months,external,dioecism,coastal,0,3,NA,5000,NA
108,Brevoortia smithi,Yellowfin menhaden,Anderson & Karel (2013) Fish. Bull. 112:71-81,0,USA,Charlotte Harbor,26.955647,-82.055861,NA,2002-2004,1,Bp275,1,19,6,0.398,NA,msats301,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
109,Brevoortia smithi,Yellowfin menhaden,Anderson & Karel (2013) Fish. Bull. 112:71-81,0,USA,Charlotte Harbor,26.955647,-82.055861,NA,2002-2004,1,Bp473,1,19,4,0.479,NA,msats301,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
110,Brevoortia smithi,Yellowfin menhaden,Lynch 2008 Thesis,0,USA,West Florida,30.221102,-86.334229,NA,2006-2007,1,Aa16,1,24,2,0.323,NA,ppdat,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
111,Brevoortia smithi,Yellowfin menhaden,Lynch 2008 Thesis,0,USA,West Florida,30.221102,-86.334229,NA,2006-2007,1,Asa16,1,24,3,0.605,NA,ppdat,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
112,Brevoortia smithi,Yellowfin menhaden,Anderson & Karel (2013) Fish. Bull. 112:71-81,0,USA,Charlotte Harbor,26.955647,-82.055861,NA,2002-2004,1,Bp531,1,19,3,0.599,NA,msats301,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
113,Brevoortia smithi,Yellowfin menhaden,Anderson 2007 Fish Bull,0,USA,Eastern Gulf of Mexico,29.840644,-84.162599,NA,2002-2004,4,AF49462,1,39,NA,0.37,NA,ppdat,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
114,Brevoortia smithi,Yellowfin menhaden,Anderson & Karel (2013) Fish. Bull. 112:71-81,0,USA,Charlotte Harbor,26.955647,-82.055861,NA,2002-2004,1,Bp017,1,19,4,0.193,NA,msats301,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
115,Brevoortia smithi,Yellowfin menhaden,Anderson & Karel (2013) Fish. Bull. 112:71-81,0,USA,Charlotte Harbor,26.955647,-82.055861,NA,2002-2004,1,Bp121,1,19,4,0.7,NA,msats301,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
116,Brevoortia smithi,Yellowfin menhaden,Anderson & Karel (2013) Fish. Bull. 112:71-81,0,USA,Charlotte Harbor,26.955647,-82.055861,NA,2002-2004,1,Bp221,1,19,3,0.323,NA,msats301,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
117,Brevoortia smithi,Yellowfin menhaden,Anderson & Karel (2013) Fish. Bull. 112:71-81,0,USA,Charlotte Harbor,26.955647,-82.055861,NA,2002-2004,1,Bp230,1,19,3,0.693,NA,msats301,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
118,Brevoortia smithi,Yellowfin menhaden,Anderson & Karel (2013) Fish. Bull. 112:71-81,0,USA,Charlotte Harbor,26.955647,-82.055861,NA,2002-2004,1,Bp239,1,19,3,0.66,NA,msats301,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
119,Brevoortia smithi,Yellowfin menhaden,Lynch 2008 Thesis,0,USA,West Florida,30.221102,-86.334229,NA,2006-2007,1,SarBH04,1,24,2,0.306,NA,ppdat,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
120,Brevoortia smithi,Yellowfin menhaden,Lynch 2008 Thesis,0,USA,West Florida,30.221102,-86.334229,NA,2006-2007,1,Asa4,1,24,3,0.645,NA,ppdat,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
121,Brevoortia smithi,Yellowfin menhaden,Lynch 2008 Thesis,0,USA,West Florida,30.221102,-86.334229,NA,2006-2007,1,AsaB020,1,24,3,0,NA,ppdat,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
122,Brevoortia smithi,Yellowfin menhaden,Lynch 2008 Thesis,0,USA,West Florida,30.221102,-86.334229,NA,2006-2007,1,AsaC334,1,24,4,0.885,NA,ppdat,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
123,Brevoortia smithi,Yellowfin menhaden,Lynch 2008 Thesis,0,USA,West Florida,30.221102,-86.334229,NA,2006-2007,1,Asa2,1,24,3,0.12,NA,ppdat,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
124,Brevoortia smithi,Yellowfin menhaden,Lynch 2008 Thesis,0,USA,West Florida,30.221102,-86.334229,NA,2006-2007,1,AsaD055,1,17,4,0.597,NA,ppdat,43,Brevoortia smithi,33,NA,NA,NA,NA,NA,NA,one clear seasonal peak per year,4.5 months,external,dioecism,NA,0,3,NA,NA,NA
125,Brevoortia tyrannus,Atlantic menhaden,Anderson & Karel 2007 J Fish Bio,0,USA,North Carolina,34.669359,-76.807022,MENATLAN,,5,,1,20,NA,0.65,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
126,Brevoortia tyrannus,Atlantic menhaden,Anderson & Karel 2007 J Fish Bio,0,USA,Virginia,36.79279,-75.926743,MENATLAN,,5,,1,10,NA,0.6,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
127,Brevoortia tyrannus,Atlantic menhaden,Anderson 2007 Fish Bull,0,USA,Maine to Florida,36.949892,-75.336916,MENATLAN,2002-2004,4,AF39661,1,39,NA,0.67,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
128,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,MENATLAN,2006-2007,1,AsaD055,1,112,4,0.912,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
129,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,MENATLAN,2006-2007,1,AsaB020,1,115,3,0.888,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
130,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,MENATLAN,2006-2007,1,AsaC334,1,113,4,0.638,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
131,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,MENATLAN,2006-2007,1,Asa4,1,101,3,0.825,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
132,Brevoortia tyrannus,Atlantic menhaden,Anderson & Karel 2007 J Fish Bio,0,USA,New Jersey,39.842286,-73.983765,MENATLAN,,5,,1,20,NA,0.63,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
133,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,MENATLAN,2006-2007,1,AsaB020,1,49,3,0.902,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
134,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,MENATLAN,2006-2007,1,Asa16,1,50,3,0.877,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
135,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,MENATLAN,2006-2007,1,Asa2,1,50,3,0.659,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
136,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,MENATLAN,2006-2007,1,SarBH04,1,49,2,0.759,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
137,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,MENATLAN,2006-2007,1,Aa16,1,50,2,0.625,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
138,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,MENATLAN,2006-2007,1,AsaC334,1,51,4,0.436,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
139,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"New England (Gloucester, MA)",42.407098,-70.610479,MENATLAN,2006-2007,1,AsaC334,1,49,4,0.593,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
140,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,MENATLAN,2006-2007,1,SarBH04,1,110,2,0.738,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
141,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,MENATLAN,2006-2007,1,Asa16,1,110,3,0.917,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
142,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,MENATLAN,2006-2007,1,Aa16,1,116,2,0.629,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
143,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Chesapeake Bay (Gloucester Point, VA)",37.776421,-76.093675,MENATLAN,2006-2007,1,Asa2,1,113,3,0.649,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
144,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,MENATLAN,2006-2007,1,AsaD055,1,36,4,0.917,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
145,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",40.451135,-73.828036,MENATLAN,2006-2007,1,Asa4,1,47,3,0.839,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
146,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"New England (Gloucester, MA)",42.407098,-70.610479,MENATLAN,2006-2007,1,SarBH04,1,40,2,0.72,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
147,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"US South Atlantic (Beaufort, SC)",33.255776,-78.962192,MENATLAN,2006-2007,1,AsaD055,1,63,4,0.923,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
148,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"US South Atlantic (Beaufort, SC)",33.255776,-78.962192,MENATLAN,2006-2007,1,AsaC334,1,63,4,0.57,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
149,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"US South Atlantic (Beaufort, SC)",33.255776,-78.962192,MENATLAN,2006-2007,1,Asa2,1,68,3,0.657,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
150,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"US South Atlantic (Beaufort, SC)",33.255776,-78.962192,MENATLAN,2006-2007,1,AsaB020,1,66,3,0.887,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
151,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"US South Atlantic (Beaufort, SC)",33.255776,-78.962192,MENATLAN,2006-2007,1,Asa4,1,53,3,0.802,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
152,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"US South Atlantic (Beaufort, SC)",33.255776,-78.962192,MENATLAN,2006-2007,1,Asa16,1,69,3,0.9,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
153,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"New England (Gloucester, MA)",42.407098,-70.610479,MENATLAN,2006-2007,1,Aa16,1,47,2,0.709,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
154,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"New England (Gloucester, MA)",42.407098,-70.610479,MENATLAN,2006-2007,1,Asa16,1,45,3,0.809,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
155,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"New England (Gloucester, MA)",42.407098,-70.610479,MENATLAN,2006-2007,1,Asa2,1,44,3,0.6,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
156,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"New England (Gloucester, MA)",42.407098,-70.610479,MENATLAN,2006-2007,1,Asa4,1,44,3,0.722,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
157,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"New England (Gloucester, MA)",42.407098,-70.610479,MENATLAN,2006-2007,1,AsaB020,1,47,3,0.894,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
158,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"New England (Gloucester, MA)",42.407098,-70.610479,MENATLAN,2006-2007,1,AsaD055,1,44,4,0.907,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
159,Brevoortia tyrannus,Atlantic menhaden,Anderson & Karel 2007 J Fish Bio,0,USA,Maine,43.992815,-68.995972,MENATLAN,,5,,1,10,NA,0.61,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
160,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"US South Atlantic (Beaufort, SC)",33.255776,-78.962192,MENATLAN,2006-2007,1,SarBH04,1,56,2,0.802,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
161,Brevoortia tyrannus,Atlantic menhaden,Lynch et al. 2010 Fish Bull,0,USA,"US South Atlantic (Beaufort, SC)",33.255776,-78.962192,MENATLAN,2006-2007,1,Aa16,1,53,2,0.712,NA,ppdat,44,Brevoortia tyrannus,50,NA,38000,"c(18, NA)",18,"c(1, NA)",1,two seasonal peaks per year,3 months,external,dioecism,"c(NA, NA, NA, ""shelf"")",0,3,2.4,38000,2.4
164,Carcharhinus isodon,Finetooth shark,Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332,0,USA,Alabama,30.240961,-88.077701,NA,2010-2013,1,Cis121,0,80,2,0.598,NA,msats303,47,Carcharhinus isodon,190,NA,1,"c(150, 140, NA, 115, NA, NA)",135,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,1,NA
165,Carcharhinus isodon,Finetooth shark,Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332,0,USA,Alabama,30.240961,-88.077701,NA,2010-2013,1,Cis131,0,80,2,0.598,NA,msats303,47,Carcharhinus isodon,190,NA,1,"c(150, 140, NA, 115, NA, NA)",135,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,1,NA
166,Carcharhinus isodon,Finetooth shark,Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332,0,USA,Alabama,30.240961,-88.077701,NA,2010-2013,1,Cis111,0,80,2,0.545,NA,msats303,47,Carcharhinus isodon,190,NA,1,"c(150, 140, NA, 115, NA, NA)",135,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,1,NA
167,Carcharhinus isodon,Finetooth shark,Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332,0,USA,Alabama,30.240961,-88.077701,NA,2010-2013,1,Cis157,0,80,2,0.492,NA,msats303,47,Carcharhinus isodon,190,NA,1,"c(150, 140, NA, 115, NA, NA)",135,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,1,NA
168,Carcharhinus isodon,Finetooth shark,Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332,0,USA,Alabama,30.240961,-88.077701,NA,2010-2013,1,Cis161,0,80,2,0.892,NA,msats303,47,Carcharhinus isodon,190,NA,1,"c(150, 140, NA, 115, NA, NA)",135,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,1,NA
169,Carcharhinus isodon,Finetooth shark,Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332,0,USA,Alabama,30.240961,-88.077701,NA,2010-2013,1,Cis139,0,80,2,0.71,NA,msats303,47,Carcharhinus isodon,190,NA,1,"c(150, 140, NA, 115, NA, NA)",135,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,1,NA
170,Carcharhinus isodon,Finetooth shark,Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332,0,USA,Alabama,30.240961,-88.077701,NA,2010-2013,1,Cis149,0,78,2,0.728,NA,msats303,47,Carcharhinus isodon,190,NA,1,"c(150, 140, NA, 115, NA, NA)",135,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,1,NA
171,Carcharhinus isodon,Finetooth shark,Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332,0,USA,Alabama,30.240961,-88.077701,NA,2010-2013,1,Cis170,0,80,2,0.885,NA,msats303,47,Carcharhinus isodon,190,NA,1,"c(150, 140, NA, 115, NA, NA)",135,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,1,NA
172,Carcharhinus isodon,Finetooth shark,Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332,0,USA,Alabama,30.240961,-88.077701,NA,2010-2013,1,Cis175,0,80,2,0.823,NA,msats303,47,Carcharhinus isodon,190,NA,1,"c(150, 140, NA, 115, NA, NA)",135,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,1,NA
173,Carcharhinus isodon,Finetooth shark,Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332,0,USA,Northeastern Florida,30.4063,-81.333605,NA,2010-2013,1,Cac03,1,36,2,0.201,NA,msats303,47,Carcharhinus isodon,190,NA,1,"c(150, 140, NA, 115, NA, NA)",135,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,1,NA
174,Carcharhinus isodon,Finetooth shark,Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332,0,USA,Northeastern Florida,30.4063,-81.333605,NA,2010-2013,1,Cac67,1,36,2,0.962,NA,msats303,47,Carcharhinus isodon,190,NA,1,"c(150, 140, NA, 115, NA, NA)",135,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,1,NA
175,Carcharhinus isodon,Finetooth shark,Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332,0,USA,Northeastern Florida,30.4063,-81.333605,NA,2010-2013,1,Cis102,0,36,2,0.519,NA,msats303,47,Carcharhinus isodon,190,NA,1,"c(150, 140, NA, 115, NA, NA)",135,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,NA,1,NA
