,spp,CommonName,Source,PrimerNote,Country,Site,lat,lon,stockid,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,file,X.y,fbsci,maxlength,mortalitywild,fecundity,maturitylength,maturitylength_mean,maturityage,maturityage_mean,numberofspawningcycles,reproductiveseasonlength,fertilization,reproductionmode,spawningground,batchspawner,parentalcare,larvaesize,fecundity_mean,larvae_mean
1556,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Port Lavaca,28.7217,-96.2042,NA,2004-2005,1,Ra2,1,15,NA,0.717,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1557,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Port Lavaca,28.7217,-96.2042,NA,2004-2005,1,Ra4,1,15,NA,0.762,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1558,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Port Lavaca,28.7217,-96.2042,NA,2004-2005,1,Prs275,1,15,NA,0.131,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1559,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Port Lavaca,28.7217,-96.2042,NA,2004-2005,1,Prs260,1,15,NA,0.067,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1560,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Port Lavaca,28.7217,-96.2042,NA,2004-2005,1,Prs248,1,15,NA,0.952,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1561,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Port Lavaca,28.7217,-96.2042,NA,2004-2005,1,Prs240,1,15,NA,0.614,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1562,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Port Lavaca,28.7217,-96.2042,NA,2004-2005,1,Lca22,1,15,NA,0.645,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1563,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,Port Lavaca,28.7217,-96.2042,NA,2004-2005,1,Lca20,1,15,NA,0.836,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1564,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Prs328,1,36,NA,0.624,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1565,Lutjanus synagris,Lane snapper,Gold et al. (2011) North American Journal of Fisheries Management 31:209-223,0,USA,Florida Keys,24.721971,-81.040391,NA,2007-2009,1,Lsy14,0,99,2,0.374,NA,msats301,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1566,Lutjanus synagris,Lane snapper,Gold et al. (2011) North American Journal of Fisheries Management 31:209-223,0,USA,Florida Keys,24.721971,-81.040391,NA,2007-2009,1,Och4,1,99,2,0.614,NA,msats301,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1567,Lutjanus synagris,Lane snapper,Gold et al. (2011) North American Journal of Fisheries Management 31:209-223,0,USA,Florida Keys,24.721971,-81.040391,NA,2007-2009,1,Och13,1,99,2,0.432,NA,msats301,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1568,Lutjanus synagris,Lane snapper,Gold et al. (2011) North American Journal of Fisheries Management 31:209-223,0,USA,Florida Keys,24.721971,-81.040391,NA,2007-2009,1,Prs248,1,98,2,0.929,NA,msats301,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1569,Lutjanus synagris,Lane snapper,Gold et al. (2011) North American Journal of Fisheries Management 31:209-223,0,USA,Florida Keys,24.721971,-81.040391,NA,2007-2009,1,Prs328,1,99,2,0.633,NA,msats301,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1570,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Ra7,1,36,NA,0.592,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1571,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Prs303,1,36,NA,0.694,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1572,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Lca20,1,36,NA,0.795,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1573,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Lca22,1,36,NA,0.667,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1574,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Prs240,1,36,NA,0.614,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1575,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Prs248,1,36,NA,0.941,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1576,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Prs260,1,36,NA,0.277,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1577,Lutjanus synagris,Lane snapper,Karlsson et al. 2009 Mar Bio,0,USA,West Florida,26.9796,-82.1685,NA,2004-2005,1,Prs275,1,36,NA,0.082,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1578,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lsy13,0,31,2,0.779,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1579,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lsy14,0,31,2,0.455,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1580,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lsy4,0,31,2,0.967,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1581,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lsy5,0,27,3,0.786,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1582,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lsy6,0,30,2,0.902,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1583,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lsy7,0,31,2,0.703,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1584,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lsy8,0,31,2,0.643,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1585,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Och10,1,30,3,0,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1586,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Och11,1,31,2,0.885,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1587,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lan11,1,30,2,0.717,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1588,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lan12,1,31,2,0.154,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1589,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lan13,1,31,2,0.597,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1590,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lan3,1,29,3,0.862,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1591,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lan5,1,25,4,0.938,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1592,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lan6,1,30,2,0.635,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1593,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lan9,1,26,2,0,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1594,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lsy1,0,28,2,0.844,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1595,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lsy10,0,31,2,0.946,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1596,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Lsy11,0,31,2,0.928,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1597,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Och6,1,27,2,0.53,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1598,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Och9,1,30,2,0.725,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1599,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Och13,1,31,2,0.365,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
1600,Lutjanus synagris,Lane snapper,Renshaw et al. 2007 Mol Ecol Notes,1,USA,"Fort Myers, FL",26.509905,-82.244568,NA,,1,Och14,1,30,2,0.033,NA,ppdat,185,Lutjanus synagris,60,10,NA,"c(NA, NA, NA, 20, 18, NA, 19, 18, 13, 15, 23.5, 21.4, 17, 15, NA, 15.7, NA, 15.5)",17.59166667,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, 1, 1, NA, NA, NA, NA, NA, NA, NA)",1,NA,8.5 months,external,dioecism,"c(NA, NA, ""coastal"", NA, NA, NA)",-1,1,NA,NA,NA
