"","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file","maxlength","fecundity","fecundity_mean","reproductiveseasonlength","fertilization","reproductionmode"
"690","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Stone Lagoon, CA","41.243546","-124.093818",NA,"2006","9","","0","53","3.333333333","0.581239828","0.1","msats001","5.7","NA","NaN","NA","external","dioecism"
"691","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Stone Lagoon, CA","41.243546","-124.093818",NA,"2006","9","","0","53","3.333333333","0.616127527","0.1","msats001","5.7","NA","NaN","NA","external","dioecism"
"692","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Stone Lagoon, CA","41.243546","-124.093818",NA,"2006","9","","0","53","3.333333333","0.517614655","0.1","msats001","5.7","NA","NaN","NA","external","dioecism"
"693","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Stone Lagoon, CA","41.243546","-124.093818",NA,"2006","9","","0","53","3.333333333","0.412816033","0.1","msats001","5.7","NA","NaN","NA","external","dioecism"
"694","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Virgin Creek, CA","39.576056","-123.798848",NA,"2006","9","","0","52","3.333333333","0.630032024","0.08","msats001","5.7","NA","NaN","NA","external","dioecism"
"695","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Virgin Creek, CA","39.576056","-123.798848",NA,"2006","9","","0","52","3.333333333","0.594313244","0.08","msats001","5.7","NA","NaN","NA","external","dioecism"
"696","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Virgin Creek, CA","39.576056","-123.798848",NA,"2006","9","","0","52","3.333333333","0.367868298","0.08","msats001","5.7","NA","NaN","NA","external","dioecism"
"697","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Virgin Creek, CA","39.576056","-123.798848",NA,"2006","9","","0","52","3.333333333","0.477773225","0.08","msats001","5.7","NA","NaN","NA","external","dioecism"
"698","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Virgin Creek, CA","39.576056","-123.798848",NA,"2006","9","","0","52","3.333333333","0.415386914","0.08","msats001","5.7","NA","NaN","NA","external","dioecism"
"699","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Virgin Creek, CA","39.576056","-123.798848",NA,"2006","9","","0","52","3.333333333","0.469914733","0.08","msats001","5.7","NA","NaN","NA","external","dioecism"
"700","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Virgin Creek, CA","39.576056","-123.798848",NA,"2006","9","","0","52","3.333333333","0.585566926","0.08","msats001","5.7","NA","NaN","NA","external","dioecism"
"701","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Virgin Creek, CA","39.576056","-123.798848",NA,"2006","9","","0","52","3.333333333","0.586095869","0.08","msats001","5.7","NA","NaN","NA","external","dioecism"
"702","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Virgin Creek, CA","39.576056","-123.798848",NA,"2006","9","","0","52","3.333333333","0.613165474","0.08","msats001","5.7","NA","NaN","NA","external","dioecism"
"703","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Wood Creek, CA","40.791979","-124.111994",NA,"2006","9","","0","52","3.333333333","0.013636246","0.06","msats001","5.7","NA","NaN","NA","external","dioecism"
"704","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Wood Creek, CA","40.791979","-124.111994",NA,"2006","9","","0","52","3.333333333","0.130584252","0.06","msats001","5.7","NA","NaN","NA","external","dioecism"
"705","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Wood Creek, CA","40.791979","-124.111994",NA,"2006","9","","0","52","3.333333333","0.148372531","0.06","msats001","5.7","NA","NaN","NA","external","dioecism"
"706","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Wood Creek, CA","40.791979","-124.111994",NA,"2006","9","","0","52","3.333333333","0.072063559","0.06","msats001","5.7","NA","NaN","NA","external","dioecism"
"707","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Wood Creek, CA","40.791979","-124.111994",NA,"2006","9","","0","52","3.333333333","0.147296749","0.06","msats001","5.7","NA","NaN","NA","external","dioecism"
"708","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Wood Creek, CA","40.791979","-124.111994",NA,"2006","9","","0","52","3.333333333","0.133837413","0.06","msats001","5.7","NA","NaN","NA","external","dioecism"
"709","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Wood Creek, CA","40.791979","-124.111994",NA,"2006","9","","0","52","3.333333333","0.135495783","0.06","msats001","5.7","NA","NaN","NA","external","dioecism"
"710","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Wood Creek, CA","40.791979","-124.111994",NA,"2006","9","","0","52","3.333333333","0.134687705","0.06","msats001","5.7","NA","NaN","NA","external","dioecism"
"711","Eucyclogobius newberryi","Tidewater goby","McCraney et al. 2010 Mol Ecol 19:3315-3327","0","USA","Wood Creek, CA","40.791979","-124.111994",NA,"2006","9","","0","52","3.333333333","0.132628329","0.06","msats001","5.7","NA","NaN","NA","external","dioecism"
"712","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Coastal Washington","47.91666667","-125.55",NA,"2005","1","Gma106","0","69","2","0.809","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"713","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Coastal Washington","47.91666667","-125.55",NA,"2005","1","Gma105","0","69","2","0.848","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"714","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Coastal Washington","47.91666667","-125.55",NA,"2005","1","Gma101","0","69","4","0.911","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"715","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Coastal Washington","47.91666667","-125.55",NA,"2005","1","Gma100","0","69","2","0.973","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"716","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Coastal Washington","47.91666667","-125.55",NA,"2005","1","Tch20","1","69","2","0.939","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"717","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Coastal Washington","47.91666667","-125.55",NA,"2005","1","Gmo37","1","69","2","0.91","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"718","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Coastal Washington","47.91666667","-125.55",NA,"2005","1","Gma102","0","69","4","0.883","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"719","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Coastal Washington","47.91666667","-125.55",NA,"2005","1","Gma104","0","69","2","0.901","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"720","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Coastal Washington","47.91666667","-125.55",NA,"2005","1","Gma108","0","69","4","0.29","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"721","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Coastal Washington","47.91666667","-125.55",NA,"2005","1","Gma109","0","69","4","0.936","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"722","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Coastal Washington","47.91666667","-125.55",NA,"2005","1","Gma103","0","69","2","0.931","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"723","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Puget Sound","47.53333333","-122.5",NA,"2006","1","Tch20","0","16","2","0.927","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"724","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Puget Sound","47.53333333","-122.5",NA,"2006","1","Gma108","0","17","4","0.276","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"725","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Puget Sound","47.53333333","-122.5",NA,"2006","1","Gma106","0","16","2","0.775","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"726","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Puget Sound","47.53333333","-122.5",NA,"2006","1","Gma104","0","17","2","0.862","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"727","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Puget Sound","47.53333333","-122.5",NA,"2006","1","Gma109","0","11","4","0.927","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"728","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Puget Sound","47.53333333","-122.5",NA,"2006","1","Gma100","0","14","2","0.942","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"729","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Puget Sound","47.53333333","-122.5",NA,"2006","1","Gma105","0","17","2","0.84","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"730","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Puget Sound","47.53333333","-122.5",NA,"2006","1","Gmo37","0","16","2","0.848","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"731","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Puget Sound","47.53333333","-122.5",NA,"2006","1","Gma103","0","17","2","0.949","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"732","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Puget Sound","47.53333333","-122.5",NA,"2006","1","Gma102","0","16","4","0.883","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"733","Gadus macrocephalus","Pacific cod","Cunningham 2007 Thesis","0","USA","Puget Sound","47.53333333","-122.5",NA,"2006","1","Gma101","0","11","4","0.909","NA","ppdat","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"734","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Coastal Washington, Washington","47.91666667","-125.55",NA,"2005","1","Gma109","0","69","4","0.9288","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"735","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Coastal Washington, Washington","47.91666667","-125.55",NA,"2005","1","Gma106","0","69","4","0.8024","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"736","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Coastal Washington, Washington","47.91666667","-125.55",NA,"2005","1","Gma100","0","69","4","0.9659","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"737","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Coastal Washington, Washington","47.91666667","-125.55",NA,"2005","1","Gma103","0","69","4","0.9239","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"738","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Coastal Washington, Washington","47.91666667","-125.55",NA,"2005","1","Tch20","1","69","4","0.9329","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"739","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Coastal Washington, Washington","47.91666667","-125.55",NA,"2005","1","Gma108","0","69","4","0.2871","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"740","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Coastal Washington, Washington","47.91666667","-125.55",NA,"2005","1","Gma102","0","69","4","0.8766","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"741","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Coastal Washington, Washington","47.91666667","-125.55",NA,"2005","1","Gmo37","1","69","4","0.9038","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"742","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Coastal Washington, Washington","47.91666667","-125.55",NA,"2005","1","Gma101","0","69","4","0.9041","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"743","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Puget Sound, Washington","47.53333333","-122.5",NA,"2004, 2006","1","Gma100","0","18","4","0.9056","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"744","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Puget Sound, Washington","47.53333333","-122.5",NA,"2004, 2007","1","Gma101","0","18","4","0.8678","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"745","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Puget Sound, Washington","47.53333333","-122.5",NA,"2004, 2008","1","Gma102","0","18","4","0.8516","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"746","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Puget Sound, Washington","47.53333333","-122.5",NA,"2004, 2009","1","Gma103","0","18","4","0.9143","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"747","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Puget Sound, Washington","47.53333333","-122.5",NA,"2004, 2010","1","Gma106","0","18","4","0.7539","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"748","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Puget Sound, Washington","47.53333333","-122.5",NA,"2004, 2011","1","Gma108","0","18","4","0.2664","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"749","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Puget Sound, Washington","47.53333333","-122.5",NA,"2004, 2012","1","Gma109","0","18","4","0.8802","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"750","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Puget Sound, Washington","47.53333333","-122.5",NA,"2004, 2013","1","Gmo37","1","18","4","0.8184","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"751","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Puget Sound, Washington","47.53333333","-122.5",NA,"2004, 2014","1","Tch20","1","18","4","0.8984","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"752","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Strait of Georgia, Washington","48.9","-123.1",NA,"2003","1","Gma102","0","94","4","0.8793","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"753","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Strait of Georgia, Washington","48.9","-123.1",NA,"2003","1","Gma106","0","94","4","0.8061","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"754","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Strait of Georgia, Washington","48.9","-123.1",NA,"2003","1","Gma101","0","94","4","0.9035","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"755","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Strait of Georgia, Washington","48.9","-123.1",NA,"2003","1","Tch20","1","94","4","0.9262","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"756","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Strait of Georgia, Washington","48.9","-123.1",NA,"2003","1","Gma108","0","94","4","0.5178","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"757","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Strait of Georgia, Washington","48.9","-123.1",NA,"2003","1","Gma100","0","94","4","0.9642","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"758","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Strait of Georgia, Washington","48.9","-123.1",NA,"2003","1","Gmo37","1","94","4","0.9165","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"759","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Strait of Georgia, Washington","48.9","-123.1",NA,"2003","1","Gma103","0","94","4","0.9374","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"760","Gadus macrocephalus","Pacific cod","Cunningham et al. 2009 Can. J. Fish. Aquat. Sci 66:153-166","0","United States","Strait of Georgia, Washington","48.9","-123.1",NA,"2003","1","Gma109","0","94","4","0.9243","NA","msats100","119","c(1e+06, 860000, 3e+06, 1500000, 1200000, NA, NA)","1512000","NA","external","dioecism"
"761","Ginglymostoma cirratum","Nurse shark","Heist et al. 2003. Mol Ecol Notes 3:59-61","1","United States","Big Pine Key and Dry Tortugas National Park","24.65","-82.850763",NA,"","1","Gc-004","0","27","2","0.23","NA","msats101","430","21","21","NA","internal (oviduct)","dioecism"
"762","Ginglymostoma cirratum","Nurse shark","Heist et al. 2003. Mol Ecol Notes 3:59-61","1","United States","Big Pine Key and Dry Tortugas National Park","24.65","-82.850763",NA,"","1","Gc-007","0","29","2","0.75","NA","msats101","430","21","21","NA","internal (oviduct)","dioecism"
"763","Ginglymostoma cirratum","Nurse shark","Heist et al. 2003. Mol Ecol Notes 3:59-61","1","United States","Big Pine Key and Dry Tortugas National Park","24.65","-82.850763",NA,"","1","Gc-010","0","29","2","0.92","NA","msats101","430","21","21","NA","internal (oviduct)","dioecism"
"764","Ginglymostoma cirratum","Nurse shark","Heist et al. 2003. Mol Ecol Notes 3:59-61","1","United States","Big Pine Key and Dry Tortugas National Park","24.65","-82.850763",NA,"","1","Gc-011","0","28","2","0.53","NA","msats101","430","21","21","NA","internal (oviduct)","dioecism"
"765","Ginglymostoma cirratum","Nurse shark","Heist et al. 2003. Mol Ecol Notes 3:59-61","1","United States","Big Pine Key and Dry Tortugas National Park","24.65","-82.850763",NA,"","1","Gc-017","0","29","2","0.16","NA","msats101","430","21","21","NA","internal (oviduct)","dioecism"
"766","Ginglymostoma cirratum","Nurse shark","Heist et al. 2003. Mol Ecol Notes 3:59-61","1","United States","Big Pine Key and Dry Tortugas National Park","24.65","-82.850763",NA,"","1","Gc-018","0","28","2","0.5","NA","msats101","430","21","21","NA","internal (oviduct)","dioecism"
"767","Ginglymostoma cirratum","Nurse shark","Heist et al. 2003. Mol Ecol Notes 3:59-61","1","United States","Big Pine Key and Dry Tortugas National Park","24.65","-82.850763",NA,"","1","Gc-025","0","27","2","0.76","NA","msats101","430","21","21","NA","internal (oviduct)","dioecism"
"768","Ginglymostoma cirratum","Nurse shark","Heist et al. 2003. Mol Ecol Notes 3:59-61","1","United States","Big Pine Key and Dry Tortugas National Park","24.65","-82.850763",NA,"","1","Gc-035","0","28","2","0.51","NA","msats101","430","21","21","NA","internal (oviduct)","dioecism"
"769","Ginglymostoma cirratum","Nurse shark","Heist et al. 2003. Mol Ecol Notes 3:59-61","1","United States","Big Pine Key and Dry Tortugas National Park","24.65","-82.850763",NA,"","1","Gc-037","0","26","2","0.48","NA","msats101","430","21","21","NA","internal (oviduct)","dioecism"
"770","Ginglymostoma cirratum","Nurse shark","Karl, Castro & Garla (2012) Mar. Biol. 159:489-498","0","USA","Florida","29.373901","-83.214979",NA,"","1","Gc-04","0","37","2","0.38","NA","msats302","430","21","21","NA","internal (oviduct)","dioecism"
"771","Ginglymostoma cirratum","Nurse shark","Karl, Castro & Garla (2012) Mar. Biol. 159:489-498","0","USA","Florida","29.373901","-83.214979",NA,"","1","Gc-07","0","36","2","0.75","NA","msats302","430","21","21","NA","internal (oviduct)","dioecism"
"772","Ginglymostoma cirratum","Nurse shark","Karl, Castro & Garla (2012) Mar. Biol. 159:489-498","0","USA","Florida","29.373901","-83.214979",NA,"","1","Gc-10","0","36","2","0.92","NA","msats302","430","21","21","NA","internal (oviduct)","dioecism"
"773","Ginglymostoma cirratum","Nurse shark","Karl, Castro & Garla (2012) Mar. Biol. 159:489-498","0","USA","Florida","29.373901","-83.214979",NA,"","1","Gc-11","0","37","2","0.48","NA","msats302","430","21","21","NA","internal (oviduct)","dioecism"
"774","Ginglymostoma cirratum","Nurse shark","Karl, Castro & Garla (2012) Mar. Biol. 159:489-498","0","USA","Florida","29.373901","-83.214979",NA,"","1","Gc-18","0","37","2","0.41","NA","msats302","430","21","21","NA","internal (oviduct)","dioecism"
"775","Ginglymostoma cirratum","Nurse shark","Karl, Castro & Garla (2012) Mar. Biol. 159:489-498","0","USA","Florida","29.373901","-83.214979",NA,"","1","Gc-25","0","36","2","0.78","NA","msats302","430","21","21","NA","internal (oviduct)","dioecism"
"776","Ginglymostoma cirratum","Nurse shark","Karl, Castro & Garla (2012) Mar. Biol. 159:489-498","0","USA","Florida","29.373901","-83.214979",NA,"","1","Gc-35","0","37","2","0.45","NA","msats302","430","21","21","NA","internal (oviduct)","dioecism"
"777","Ginglymostoma cirratum","Nurse shark","Karl, Castro & Garla (2012) Mar. Biol. 159:489-498","0","USA","Florida","29.373901","-83.214979",NA,"","1","Gc-37","0","35","2","0.44","NA","msats302","430","21","21","NA","internal (oviduct)","dioecism"
"778","Haemulon flavolineatum","French grunt","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lee Stocking Island, FL","24.5","-76.100065",NA,"","1","AAC10","0","154","2","0.87","NA","msats000","30","NA","NaN","NA","external","dioecism"
"779","Haemulon flavolineatum","French grunt","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lee Stocking Island, FL","24.5","-76.100065",NA,"","1","AAC37","0","186","2","0.81","NA","msats000","30","NA","NaN","NA","external","dioecism"
"780","Haemulon flavolineatum","French grunt","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lee Stocking Island, FL","24.5","-76.100065",NA,"","1","AAC3","0","180","3","0.38","NA","msats000","30","NA","NaN","NA","external","dioecism"
"781","Haemulon flavolineatum","French grunt","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lee Stocking Island, FL","24.5","-76.100065",NA,"","1","AAC41","0","186","2","0.78","NA","msats000","30","NA","NaN","NA","external","dioecism"
"782","Haemulon flavolineatum","French grunt","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lee Stocking Island, FL","24.5","-76.100065",NA,"","1","AAC43","0","176","2","0.9","NA","msats000","30","NA","NaN","NA","external","dioecism"
"783","Haemulon flavolineatum","French grunt","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lee Stocking Island, FL","24.5","-76.100065",NA,"","1","AAC46","0","181","2","0.93","NA","msats000","30","NA","NaN","NA","external","dioecism"
"784","Haemulon flavolineatum","French grunt","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lee Stocking Island, FL","24.5","-76.100065",NA,"","1","AAC54","0","185","2","0.91","NA","msats000","30","NA","NaN","NA","external","dioecism"
"785","Haemulon flavolineatum","French grunt","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lower Keys, FL","24.25","-81.719725",NA,"","1","AAC10","0","117","2","0.89","NA","msats000","30","NA","NaN","NA","external","dioecism"
