"","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file","maxlength","fecundity","fecundity_mean","reproductiveseasonlength","fertilization","reproductionmode"
"104","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","Chesapeake Bay (Gloucester Point, VA)","37.776421","-76.093675","MENATLAN","2006-2007","1","Aa16","1","116","2","0.629","NA","ppdat","50","38000","38000","NA","external","dioecism"
"105","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)","40.451135","-73.828036","MENATLAN","2006-2007","1","Asa2","1","50","3","0.659","NA","ppdat","50","38000","38000","NA","external","dioecism"
"106","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)","40.451135","-73.828036","MENATLAN","2006-2007","1","Asa4","1","47","3","0.839","NA","ppdat","50","38000","38000","NA","external","dioecism"
"107","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)","40.451135","-73.828036","MENATLAN","2006-2007","1","AsaB020","1","49","3","0.902","NA","ppdat","50","38000","38000","NA","external","dioecism"
"108","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)","40.451135","-73.828036","MENATLAN","2006-2007","1","Aa16","1","50","2","0.625","NA","ppdat","50","38000","38000","NA","external","dioecism"
"109","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)","40.451135","-73.828036","MENATLAN","2006-2007","1","SarBH04","1","49","2","0.759","NA","ppdat","50","38000","38000","NA","external","dioecism"
"110","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)","40.451135","-73.828036","MENATLAN","2006-2007","1","Asa16","1","50","3","0.877","NA","ppdat","50","38000","38000","NA","external","dioecism"
"111","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)","40.451135","-73.828036","MENATLAN","2006-2007","1","AsaC334","1","51","4","0.436","NA","ppdat","50","38000","38000","NA","external","dioecism"
"112","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","Mid-Atlantic (Pennsville and Oakwood Beach, NJ)","40.451135","-73.828036","MENATLAN","2006-2007","1","AsaD055","1","36","4","0.917","NA","ppdat","50","38000","38000","NA","external","dioecism"
"113","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","New England (Gloucester, MA)","42.407098","-70.610479","MENATLAN","2006-2007","1","Aa16","1","47","2","0.709","NA","ppdat","50","38000","38000","NA","external","dioecism"
"114","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","New England (Gloucester, MA)","42.407098","-70.610479","MENATLAN","2006-2007","1","Asa2","1","44","3","0.6","NA","ppdat","50","38000","38000","NA","external","dioecism"
"115","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","New England (Gloucester, MA)","42.407098","-70.610479","MENATLAN","2006-2007","1","Asa4","1","44","3","0.722","NA","ppdat","50","38000","38000","NA","external","dioecism"
"116","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","New England (Gloucester, MA)","42.407098","-70.610479","MENATLAN","2006-2007","1","AsaC334","1","49","4","0.593","NA","ppdat","50","38000","38000","NA","external","dioecism"
"117","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","New England (Gloucester, MA)","42.407098","-70.610479","MENATLAN","2006-2007","1","AsaD055","1","44","4","0.907","NA","ppdat","50","38000","38000","NA","external","dioecism"
"118","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","New England (Gloucester, MA)","42.407098","-70.610479","MENATLAN","2006-2007","1","AsaB020","1","47","3","0.894","NA","ppdat","50","38000","38000","NA","external","dioecism"
"119","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","New England (Gloucester, MA)","42.407098","-70.610479","MENATLAN","2006-2007","1","SarBH04","1","40","2","0.72","NA","ppdat","50","38000","38000","NA","external","dioecism"
"120","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","US South Atlantic (Beaufort, SC)","33.255776","-78.962192","MENATLAN","2006-2007","1","AsaD055","1","63","4","0.923","NA","ppdat","50","38000","38000","NA","external","dioecism"
"121","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","US South Atlantic (Beaufort, SC)","33.255776","-78.962192","MENATLAN","2006-2007","1","AsaC334","1","63","4","0.57","NA","ppdat","50","38000","38000","NA","external","dioecism"
"122","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","US South Atlantic (Beaufort, SC)","33.255776","-78.962192","MENATLAN","2006-2007","1","SarBH04","1","56","2","0.802","NA","ppdat","50","38000","38000","NA","external","dioecism"
"123","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","US South Atlantic (Beaufort, SC)","33.255776","-78.962192","MENATLAN","2006-2007","1","Aa16","1","53","2","0.712","NA","ppdat","50","38000","38000","NA","external","dioecism"
"124","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","US South Atlantic (Beaufort, SC)","33.255776","-78.962192","MENATLAN","2006-2007","1","Asa4","1","53","3","0.802","NA","ppdat","50","38000","38000","NA","external","dioecism"
"125","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","US South Atlantic (Beaufort, SC)","33.255776","-78.962192","MENATLAN","2006-2007","1","Asa2","1","68","3","0.657","NA","ppdat","50","38000","38000","NA","external","dioecism"
"126","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","US South Atlantic (Beaufort, SC)","33.255776","-78.962192","MENATLAN","2006-2007","1","Asa16","1","69","3","0.9","NA","ppdat","50","38000","38000","NA","external","dioecism"
"127","Brevoortia tyrannus","Atlantic menhaden","Lynch et al. 2010 Fish Bull","0","USA","US South Atlantic (Beaufort, SC)","33.255776","-78.962192","MENATLAN","2006-2007","1","AsaB020","1","66","3","0.887","NA","ppdat","50","38000","38000","NA","external","dioecism"
"128","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cac03","1","79","2","0.408","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"129","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cac67","1","80","2","0.945","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"130","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis102","0","76","2","0.584","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"131","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis107","0","80","2","0.773","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"132","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis108","0","80","2","0.431","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"133","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis111","0","80","2","0.545","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"134","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis121","0","80","2","0.598","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"135","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis131","0","80","2","0.598","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"136","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis139","0","80","2","0.71","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"137","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis149","0","78","2","0.728","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"138","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis157","0","80","2","0.492","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"139","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis161","0","80","2","0.892","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"140","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis163","0","80","2","0.944","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"141","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis168","0","80","2","0.401","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"142","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis170","0","80","2","0.885","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"143","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Alabama","30.240961","-88.077701",NA,"2010-2013","1","Cis175","0","80","2","0.823","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"144","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cac03","1","36","2","0.201","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"145","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cac67","1","36","2","0.962","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"146","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis102","0","36","2","0.519","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"147","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis107","0","36","2","0.81","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"148","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis108","0","36","2","0.515","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"149","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis111","0","36","2","0.456","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"150","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis121","0","36","2","0.527","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"151","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis131","0","36","2","0.703","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"152","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis139","0","36","2","0.656","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"153","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis149","0","35","2","0.702","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"154","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis157","0","36","2","0.675","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"155","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis161","0","35","2","0.871","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"156","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis163","0","36","2","0.958","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"157","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis168","0","36","2","0.44","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"158","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis170","0","36","2","0.906","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"159","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northeastern Florida","30.4063","-81.333605",NA,"2010-2013","1","Cis175","0","36","2","0.863","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"160","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northwestern Florida","29.565728","-85.224128",NA,"2010-2013","1","Cac03","1","101","2","0.301","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"161","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northwestern Florida","29.565728","-85.224128",NA,"2010-2013","1","Cac67","1","101","2","0.953","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"162","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northwestern Florida","29.565728","-85.224128",NA,"2010-2013","1","Cis102","0","101","2","0.516","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"163","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northwestern Florida","29.565728","-85.224128",NA,"2010-2013","1","Cis107","0","101","2","0.85","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"164","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northwestern Florida","29.565728","-85.224128",NA,"2010-2013","1","Cis108","0","101","2","0.442","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"165","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northwestern Florida","29.565728","-85.224128",NA,"2010-2013","1","Cis111","0","101","2","0.509","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"166","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northwestern Florida","29.565728","-85.224128",NA,"2010-2013","1","Cis121","0","101","2","0.579","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"167","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northwestern Florida","29.565728","-85.224128",NA,"2010-2013","1","Cis131","0","101","2","0.579","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"168","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northwestern Florida","29.565728","-85.224128",NA,"2010-2013","1","Cis139","0","101","2","0.499","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
"169","Carcharhinus isodon","Finetooth shark","Portnoy et al. (2016) ICES Journal of Marine Science 73:2322-2332","0","USA","Northwestern Florida","29.565728","-85.224128",NA,"2010-2013","1","Cis149","0","101","2","0.694","NA","msats303","190","1","1","NA","internal (oviduct)","dioecism"
